eng_reviews,sentiments
"I received this product on 05th October, but the sound of the system is very low and the performance without headphones is not satisfactory. Don't buy this product.",NEGATIVE
"I gave 5 star coz it was a smooth sailing after purchase, 3 months ago. Laptop is excellent for media streaming, and office work. I don't play games or do heavy editing. But over-all this laptop feels premium and will not let u down for the price-tag.",POSITIVE
Worth every rupee. The best specs at this price range (36000 Rs - 39000 Rs). Avg Battery life is about 3.5 hrs. Free MS Office. Speakers are average. Display quality is good at this price range. Valorant can run smoothly with low graphics at avg of 80 fps. Best for students. ( Not for editing and advanced coding ),POSITIVE
"Pros : Size : 15.6 inch fast new generation quad core processor having great security. Looks are awesome 👍 Old windows 11 version 22h2 is provided you have to update it to work smoothly. Graphics processor is as strong as i5 11 th gen G series iris xe. Necessary USB ports are provided. Battery backup is good but depends usage MS office 2021 is provided and McAfee subscription 2 years. Sound is good.  Cons :  Only one major con is its display. Display is not good. It is LCD not IPS. In today's time,Atleast IPS panel display is necessary. Backlit KB is provided but Fingerprint not provided.  Finally no Heating issue. Outdated softwares,Drivers are the major contributors of heating. So be sure to update every software before start using it.",POSITIVE
Looks are good of this pc.College goers can use this for professional use. Very light gaming can be done. Value for money below ₹32k. All other laptops are of low specs around this range.,NEGATIVE
Its not charging and bad condition of the box also not working I want an refund,NEGATIVE
Unable to work. Laptop key automatically type. Very worst experience.,NEGATIVE
"Good Spec, Better Performance & Battery Backup, Compactness",POSITIVE
"So 1st of all I got this laptop in 41000 during Amazon Great Indian festival.  Now about the laptop. I got this laptop delivered in 9 days which can be considered a ling period but fine by me.The outer box was damaged but inside it was all perfect, so no problem with that.I Don't think this will be a decision maker and please don't make it one  Looks amd design are the best , literally it looks cool and 14 inches make it most beautiful.  ok, now , before buying the laptop I saw many critics of display, but tbh yeah the display is not that ""oled or wuxga quality but as a student I have no problem,like it is pretty normal screen very normal,so if you have very high quality display needs then don't buy this but if you are student or evrn a working professional like me, so yeah the critics were somewhat right but its ok to be honest, it will do the job.  Now battery, now this one is tough to answer, I saw one comment which said 1 hr battery life, ohk yes the battery life is low, but not 1 hr, here is what I have found after using for 10 days:  2 hr battery: intense gaming (played honkai rail star, rocket league, genshin impact, can play valorant too)  3.5-4.5 hrs: Net surfing and video streaming  5hr-6 hr : pdf and book reading (which I as a student use it most for)  See it is a H grade processor,but it is okay guys, chill, it has fast charing too, but I don't use it, cuz yeah ""dell"" in its laptop says the battery health gets depleted,so it must be true for lenovo too.  Processor: It is i5 12th gen BUT a H GRADE , SO IT HAS GAMING CAPABILITY,I played games, it does the work but don't think you will give you performance like dedicated gpu) bit it is faster than 13th gen U processor (you can see the scores online), but yeah the battery life is low due to this only. So yeah again normal-normal.  Hardware is top notch, the keyboard quality is good.  So all in all it is very good laptop, it will get all your normal needs done, go for it ,you will get it in 45k in sale.",NEGATIVE
"Light weight easy to carry, good processor for day to day office work with home 11 and Ms office pre installed. Screen brightness is decent indoor but speaker is pathetic so not recommended for multimedia use case. If you want a laptop for office work with low budget below 50k go for it. I got it for 39k with bank office in great Indian sales and satisfied with it.",NEGATIVE
"Don't Buy this Product. Horrible Experience with Amazon and Lenovo.. - Within 10 days of purchase, display started showing horizontal lines. - Lenovo service center accepted it as hardware issue but they would only replace the part & not replacing the entire product.. This only means, they sent 2nd quality product/refurbished product which got issue within 10 days. Amazon is selling these kind of products online. - While Amazon Customer Service team tried helping but they couldn't get through replacing product as it crossed 7 days period. - Equally disappointed with both Amazon and Lenovo. Will have to be careful buying any electronic items from amazon going forward..",NEGATIVE
